Time_s,F1_Hz,F2_Hz,F3_Hz,F4_Hz
0.700765,367.71796,2098.493782,2738.873371,3538.685142
0.707015,284.676182,2151.926491,2744.199395,3499.103608
0.713265,371.125547,2092.901479,2745.365601,3490.581016
0.719515,381.930896,1980.479272,2747.892557,3473.683015
0.725765,364.601502,2100.16945,2753.379046,3455.601304
0.732015,380.288689,2089.777404,2758.926792,3465.772671
0.738265,284.153426,2123.304457,2771.768462,3470.847266
0.744515,313.036714,2042.376804,2774.90425,3480.645048
0.750765,296.009845,2158.000822,2786.370197,3491.661271
0.757015,379.281094,1886.948802,2788.136437,3488.390749
0.763265,346.64365,2096.763637,2791.231607,3483.579434
0.769515,345.102069,1798.150835,2800.197585,3470.005689
0.775765,292.704425,2188.166884,2803.837559,3465.5974
0.782015,324.674891,2098.812771,2809.281045,3461.44656
0.788265,300.429738,2093.164718,2814.288639,3462.844611
0.794515,285.298018,2219.914595,2846.780428,3470.86623
0.800765,350.417316,2159.298019,2849.64269,3468.844457
0.807015,275.135453,2142.403325,2850.53661,3448.855137
0.813265,347.770666,2178.011155,2863.813079,3414.566049
0.819515,353.839553,2147.714498,2869.780042,3425.55984
0.825765,316.002785,2177.64277,2874.643158,3468.909427
0.832015,373.648243,1917.368479,2876.0595,3476.838275
0.838265,285.089647,2183.427625,2876.32792,3489.160682
0.844515,244.24847,2108.725649,2879.594368,3437.910273
0.850765,294.220926,2202.935181,2880.521688,3444.314876
0.857015,350.237407,2125.761284,2886.073249,3456.128047
0.863265,311.152377,2227.888337,2888.546353,3356.28822
0.869515,342.043256,2115.751593,2897.997462,3290.079804
0.875765,311.3334,2168.85079,2902.368621,3374.144839
0.882015,342.623058,2206.936492,2905.0681,3389.231972
0.888265,333.311356,2131.789607,2928.92619,3470.182262
0.894515,321.000401,2226.805927,2931.083182,3488.370431
0.900765,314.176901,2168.346183,2942.635682,--undefined--
0.907015,332.000955,2223.748246,2954.257527,3442.092496
0.913265,325.765015,2157.554628,2962.622916,3576.477161
0.919515,321.141959,2178.276423,2965.895538,3529.533798
0.925765,153.69066,2023.607155,2984.250043,--undefined--
0.932015,328.742694,2151.263971,2986.010734,3387.611896
0.938265,1408.425162,2724.302933,3008.640673,3458.1624
0.944515,1429.441559,2632.307135,3075.958234,3497.131991
0.950765,356.185641,1907.252699,3140.883376,3482.554089
0.957015,351.530389,1835.870755,3151.870638,3551.611123
0.963265,1492.593754,2762.181328,3165.174056,3799.695785
0.969515,1398.668237,2225.112599,3168.129621,3989.202095
0.975765,1250.005982,2658.680237,3197.231118,3464.795023
0.982015,1653.491702,2873.847525,3224.335588,3414.400272
0.988265,363.467608,1924.907171,3228.226603,3315.533032
0.994515,1370.449505,2632.054903,3244.913181,4162.806675
1.000765,361.666974,1972.092158,3263.122467,3693.805027
1.007015,363.996246,2021.022837,3284.739428,3954.687648
1.013265,1362.866619,2629.559895,3339.757037,3417.0493
1.019515,1271.00381,2684.010829,3394.811258,3468.684796
1.025765,1988.758296,3035.837109,3419.09876,3463.117035
1.032015,1791.45552,2846.568878,3439.299275,3423.109148
1.038265,1891.353089,2623.871108,3444.332779,3407.67343
1.044515,1397.455685,2623.525353,3448.442286,3431.877
1.050765,1846.126599,2793.829734,3456.398914,3627.351021
1.057015,1806.552986,2800.757418,3490.183267,3586.846518
1.063265,1916.397477,2510.089081,3517.304261,3454.711354
1.069515,2073.936256,2805.12917,3524.178709,3564.347742
1.075765,2084.035858,2910.128386,3531.837891,3418.287829
1.082015,2048.650949,2994.276615,3609.866438,3480.710983
